country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Tanzania,2017,uniqueid_3216,Urban,No,2,23,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3217,Rural,Yes,1,60,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_3218,Urban,Yes,2,29,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3219,Rural,Yes,2,40,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3220,Urban,No,2,46,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3221,Rural,Yes,1,30,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3222,Urban,Yes,1,21,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3223,Urban,Yes,5,65,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3224,Urban,No,1,35,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3225,Rural,Yes,1,38,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3226,Urban,No,3,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3227,Rural,No,3,26,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3228,Urban,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3229,Urban,No,2,42,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3230,Urban,No,1,32,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3231,Rural,Yes,3,41,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_3232,Urban,Yes,1,73,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_3233,Urban,No,6,16,Male,Parent,Divorced/Seperated,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3234,Urban,Yes,6,21,Male,Child,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_3235,Urban,Yes,2,30,Female,Spouse,Single/Never Married,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_3236,Urban,Yes,1,32,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3237,Urban,Yes,1,41,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3238,Urban,Yes,6,21,Male,Parent,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_3239,Urban,Yes,1,67,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3240,Urban,Yes,2,44,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3241,Urban,Yes,2,53,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_3242,Rural,Yes,3,42,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3243,Urban,No,2,25,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3244,Urban,Yes,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3245,Urban,Yes,2,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3246,Urban,No,2,52,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3247,Urban,No,4,47,Male,Other relative,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3248,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3249,Rural,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3250,Urban,No,1,70,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_3251,Urban,Yes,2,39,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3252,Urban,No,3,17,Female,Parent,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_3253,Urban,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3254,Urban,No,2,29,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Tanzania,2017,uniqueid_3255,Urban,No,2,28,Female,Spouse,Single/Never Married,Secondary education,No Income
Tanzania,2017,uniqueid_3256,Urban,Yes,2,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3257,Urban,Yes,1,29,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3258,Rural,Yes,3,19,Male,Other relative,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3259,Urban,Yes,4,39,Male,Other relative,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3260,Urban,Yes,1,74,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_3261,Rural,Yes,2,30,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3262,Urban,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3263,Urban,No,2,16,Female,Parent,Divorced/Seperated,Secondary education,Informally employed
Tanzania,2017,uniqueid_3264,Urban,No,2,40,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3265,Urban,Yes,2,24,Female,Parent,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3266,Urban,No,2,30,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3267,Rural,Yes,2,28,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3268,Urban,No,1,35,Female,Head of Household,Single/Never Married,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_3269,Rural,No,2,23,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3270,Rural,Yes,1,34,Male,Head of Household,Divorced/Seperated,Primary education,Formally employed Private
Tanzania,2017,uniqueid_3271,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3272,Urban,Yes,3,42,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3273,Rural,Yes,2,37,Female,Spouse,Single/Never Married,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_3274,Rural,Yes,3,39,Female,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_3275,Urban,No,2,77,Female,Spouse,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_3276,Rural,Yes,2,23,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_3277,Urban,Yes,5,60,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_3278,Rural,Yes,1,23,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3279,Rural,No,3,17,Male,Parent,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_3280,Rural,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3281,Urban,No,1,31,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3282,Urban,Yes,3,30,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3283,Urban,No,2,23,Female,Parent,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3284,Urban,Yes,1,32,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3285,Urban,Yes,4,59,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3286,Urban,No,1,80,Female,Head of Household,Widowed,Primary education,No Income
Tanzania,2017,uniqueid_3287,Urban,No,1,49,Female,Head of Household,Married/Living together,No formal education,Other Income
Tanzania,2017,uniqueid_3288,Urban,Yes,7,20,Male,Other relative,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_3289,Urban,No,2,47,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3290,Rural,No,2,24,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3291,Rural,Yes,1,21,Male,Other relative,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3292,Rural,No,1,53,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3293,Rural,No,2,18,Female,Child,Divorced/Seperated,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_3294,Urban,Yes,2,36,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3295,Urban,No,2,31,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3296,Urban,No,3,24,Male,Head of Household,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_3297,Urban,Yes,2,25,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3298,Urban,No,3,16,Female,Child,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3299,Urban,No,1,52,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3300,Urban,Yes,2,24,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Tanzania,2017,uniqueid_3301,Urban,Yes,1,23,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3302,Rural,Yes,4,42,Female,Head of Household,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_3303,Urban,Yes,2,25,Male,Parent,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3304,Urban,Yes,4,18,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3305,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_3306,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3307,Urban,No,3,41,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3308,Rural,Yes,2,57,Male,Head of Household,Single/Never Married,Tertiary education,Government Dependent
Tanzania,2017,uniqueid_3309,Urban,Yes,1,33,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3310,Urban,Yes,1,19,Male,Head of Household,Divorced/Seperated,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_3311,Urban,Yes,1,23,Female,Head of Household,Married/Living together,No formal education,Self employed
Tanzania,2017,uniqueid_3312,Urban,No,2,54,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3313,Urban,Yes,1,55,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3314,Urban,Yes,4,58,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3315,Rural,Yes,3,18,Male,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_3316,Urban,No,2,25,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_3317,Urban,No,1,53,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_3318,Rural,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3319,Urban,Yes,3,57,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3320,Urban,Yes,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3321,Urban,Yes,1,41,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_3322,Urban,Yes,1,63,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3323,Rural,No,1,28,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3324,Urban,No,3,33,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3325,Urban,Yes,3,57,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_3326,Urban,Yes,2,54,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3327,Rural,Yes,2,27,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3328,Urban,Yes,3,46,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3329,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3330,Rural,Yes,3,19,Male,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_3331,Urban,No,2,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3332,Urban,Yes,2,49,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_3333,Rural,Yes,1,42,Male,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_3334,Urban,Yes,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3335,Urban,No,1,52,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3336,Rural,Yes,2,35,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Tanzania,2017,uniqueid_3337,Urban,Yes,4,30,Male,Other relative,Divorced/Seperated,Secondary education,Formally employed Private
Tanzania,2017,uniqueid_3338,Rural,Yes,2,35,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3339,Urban,Yes,4,56,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_3340,Rural,Yes,1,26,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3341,Urban,Yes,2,26,Female,Spouse,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_3342,Rural,Yes,1,36,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3343,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3344,Urban,No,2,28,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3345,Rural,Yes,1,27,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_3346,Rural,Yes,3,43,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_3347,Urban,No,3,25,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_3348,Urban,Yes,3,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_3349,Urban,No,2,20,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_3350,Urban,Yes,3,25,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_3351,Urban,Yes,1,30,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_3352,Urban,No,2,29,Female,Spouse,Single/Never Married,No formal education,Informally employed
